5	5	100
10	10	1
30	10	1
50	10	1
70	10	1
90	10	1
10	30	1
30	30	1
50	30	1
70	30	1
90	30	1
10	50	1
30	50	1
50	50	1
70	50	1
90	50	1
10	70	1
30	70	1
50	70	1
70	70	1
90	70	1
10	90	1
30	90	1
50	90	1
70	90	1
90	90	1
22.1046	77.7093
10.3885	72.5242
16.2206	55.388
5.42619	31.3272
68.1326	24.604
25.5135	95.8342
56.8773	22.2571
43.8551	20.069
13.3732	43.5652
50.8072	46.1257
40.8246	48.4054
0.872829	41.026
21.3416	21.4057
36.433	52.3453
82.4671	62.627
30.1401	85.1619
62.5507	55.7482
28.8858	52.1683
63.2649	48.0422
92.3643	28.5165
59.7247	3.49437
17.3925	31.9987
73.0674	30.781
98.6297	66.7135
17.5787	85.815
71.1386	61.2537
89.5993	79.1101
23.1086	21.247
11.8198	26.5267
35.548	26.9784
52.7696	8.02637
71.0379	33.2377
42.082	50.8133
19.068	42.6588
65.3279	37.9589
43.5316	1.00406
48.9853	12.8605
36.0393	3.66832
78.0908	62.7552
22.3121	72.573
43.2417	49.7604
11.0416	68.0074
64.6474	13.4831
6.48824	77.7093
17.8655	43.0891
95.4375	0.805689
50.1419	17.8381
14.3712	23.719
93.1211	27.4636
60.9302	78.515
92.5626	90.582
14.539	81.3471
80.6085	92.1262
79.9951	27.8451
64.0187	46.9893
93.5667	3.53404
34.8918	62.0777
58.8794	15.3661
6.5157	82.1436
11.7496	96.9176
95.5748	90.6125
11.185	96.646
90.0754	53.5813
51.4817	82.6624
50.5814	61.1072
10.303	40.6934
79.2993	25.7088
24.7627	41.7493
79.8578	62.5935
97.7111	79.5557
47.7981	40.0616
57.8234	38.4045
75.6981	90.3867
74.2027	70.1559
47.4624	94.2259
1.76092	35.8104
96.5056	10.5686
58.9984	8.98465
83.5292	2.9725
20.069	16.7791
21.2897	57.3992
25.956	8.51772
71.7185	33.1584
10.95	3.37535
76.2535	57.857
1.67241	40.5957
27.0272	81.6675
13.126	23.5267
45.3139	78.5119
26.5847	68.984
98.2849	12.6286
4.77309	35.844
93.1486	25.8705
68.4561	37.6385
3.5432	31.8369
55.9221	42.729
79.4702	83.3338
12.2501	6.40889
98.9227	11.9266
69.1671	35.9661
