5	5	50
10	10	1
30	10	1
50	10	1
70	10	1
90	10	1
10	30	1
30	30	1
50	30	1
70	30	1
90	30	1
10	50	1
30	50	1
50	50	1
70	50	1
90	50	1
10	70	1
30	70	1
50	70	1
70	70	1
90	70	1
10	90	1
30	90	1
50	90	1
70	90	1
90	90	1
69.6829	72.2282
21.8513	88.2565
12.534	18.8208
72.4784	95.4924
44.7157	10.419
94.644	46.1013
95.2086	46.3698
0.704978	83.404
33.8603	89.5505
95.3887	36.7992
39.6741	6.81173
55.0951	20.2002
98.0804	93.2157
3.75378	20.6702
2.41707	25.2632
85.1283	14.6031
0.335704	45.1918
9.7354	71.0074
54.8814	61.9526
32.6731	16.7486
17.1667	71.5354
37.2723	1.6419
28.959	51.1948
22.1564	11.1332
66.3442	83.7153
15.3417	74.8863
99.9298	24.8817
89.5077	83.8954
27.0638	18.9032
58.4796	3.30515
69.5883	83.047
12.1647	80.6116
48.3535	76.9494
4.2085	35.5724
14.2064	29.4778
64.7481	35.4686
41.0871	70.6626
76.7571	61.3178
18.6621	67.2109
69.2923	99.002
22.7515	9.80865
52.8092	39.2315
3.47606	77.6757
21.2195	27.7871
85.9706	39.3506
78.6554	63.0238
27.8176	42.4055
54.4176	89.697
74.6879	8.01416
34.9437	95.5016
