5	5	50
10	10	1
30	10	1
50	10	1
70	10	1
90	10	1
10	30	1
30	30	1
50	30	1
70	30	1
90	30	1
10	50	1
30	50	1
50	50	1
70	50	1
90	50	1
10	70	1
30	70	1
50	70	1
70	70	1
90	70	1
10	90	1
30	90	1
50	90	1
70	90	1
90	90	1
7.44041	32.6853
14.0843	41.8928
74.0959	9.33866
48.4787	39.9823
0.128178	50.3281
76.8853	93.7681
33.5124	41.496
68.9383	81.5302
77.3858	27.8146
31.5867	41.3831
78.8232	20.6488
15.3081	7.06198
73.4825	39.0301
46.147	64.4246
13.9683	17.6885
42.5489	23.0689
77.0531	51.3932
21.0028	6.15558
88.0123	63.6647
0.323496	42.9731
12.7903	77.694
15.7994	83.755
25.3609	34.3944
79.9768	56.212
48.1613	59.7491
0.125126	80.9137
57.976	99.8444
52.5987	56.4318
69.9057	63.2801
38.728	90.6674
23.2612	82.6868
88.7204	92.5748
4.69069	79.4641
88.0612	58.2568
91.8851	60.0757
91.1527	96.1486
11.8076	99.7589
43.8765	55.092
61.7939	62.8315
14.0385	71.8528
77.2607	70.8121
22.0222	21.3263
5.29801	4.90738
39.6466	77.8253
93.0448	28.4371
2.03253	15.421
18.5888	68.1845
10.3946	35.9081
48.7838	87.4142
48.6648	93.7956
