5	5	50
10	10	1
30	10	1
50	10	1
70	10	1
90	10	1
10	30	1
30	30	1
50	30	1
70	30	1
90	30	1
10	50	1
30	50	1
50	50	1
70	50	1
90	50	1
10	70	1
30	70	1
50	70	1
70	70	1
90	70	1
10	90	1
30	90	1
50	90	1
70	90	1
90	90	1
87.4477	63.393
21.3721	13.7791
57.6037	16.7699
77.7306	81.8995
44.3922	91.3541
30.253	15.3935
80.4437	3.91552
37.9803	30.5521
59.8865	28.3212
26.8563	30.0699
11.9938	53.5691
41.9568	18.363
4.22987	1.17496
17.1484	81.3807
13.0375	97.7325
21.3019	84.1731
17.6244	80.4071
62.7064	11.1545
19.4281	23.5115
43.2569	51.9791
7.98975	61.3239
3.72631	91.6837
13.8005	60.0635
55.0584	58.4094
57.9882	2.06
49.5437	49.7452
8.98465	41.4747
46.0402	73.0247
60.4633	30.8115
29.3008	60.4175
10.7791	45.7503
88.7631	93.1974
9.16471	31.904
11.5574	4.26954
59.6667	6.68661
28.8888	21.5827
82.1833	74.7673
24.7475	39.5306
82.9096	69.2801
58.6261	1.35807
13.9348	49.8672
16.1016	37.2173
33.6924	31.9224
7.90735	4.94095
72.0725	50.6272
56.3189	85.3725
97.4761	55.7054
52.8916	71.0623
40.4004	7.35496
75.3288	76.7296
