5	5	50
10	10	1
30	10	1
50	10	1
70	10	1
90	10	1
10	30	1
30	30	1
50	30	1
70	30	1
90	30	1
10	50	1
30	50	1
50	50	1
70	50	1
90	50	1
10	70	1
30	70	1
50	70	1
70	70	1
90	70	1
10	90	1
30	90	1
50	90	1
70	90	1
90	90	1
25.0008	53.5386
75.4997	34.3547
5.74358	87.0083
99.9603	23.2856
70.4855	35.1848
33.5337	7.09861
98.4466	6.86972
33.1431	27.839
12.9887	33.723
84.2708	99.707
24.3324	31.2845
35.4015	4.37025
13.6967	62.6331
15.1952	76.8303
55.5895	90.8628
37.0403	53.2395
65.8773	11.4566
57.3565	66.1489
17.7038	48.8479
40.5103	68.1722
74.3126	30.9732
46.4339	15.6682
78.4722	3.18003
69.9423	25.0679
52.2599	41.1786
21.482	74.5994
56.5874	71.0135
5.90838	75.219
41.9813	53.383
52.6475	20.4382
80.3827	7.10471
49.4736	20.1361
42.4512	64.4704
75.0175	90.466
31.8949	58.2324
46.2661	58.0432
90.9818	38.5205
50.8774	75.7378
80.8008	84.7713
15.9001	11.7679
46.3149	22.0496
1.45878	82.3511
61.6138	72.4052
48.5122	7.80053
26.5755	36.1797
20.2551	46.0402
24.6345	9.29899
65.0166	21.1097
76.0918	63.6158
73.3024	48.6007
